Image Name,Description,Categories,label
broken-arc(crop)2-117.jpg,"4. Depicted in the inspection image of the steel pipe weld are flaws that include broken-arc. Broken-arc occurs when the continuity of the welding arc is disturbed, causing irregularities in the weld and weakening the joint.","steel pipe, broken arc",401
broken-arc(crop)2-118.jpg,"5. The image captured during the inspection of this steel pipe weld exposes defects, one of which is broken-arc. Broken-arc occurs when there is an interruption in the welding arc, leading to inconsistencies in the weld and a decrease in the joint's strength.","steel pipe, broken arc",401
broken-arc(crop)2-119.jpg,"1. Defects revealed in this image of a steel pipe weld inspection include broken-arc, a flaw that emerges when the welding arc is abruptly interrupted, causing disruptions in the weld and compromising the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-120.jpg,"2. In the steel pipe weld inspection image, one can observe defects such as broken-arc, a flaw that arises when the welding arc is suddenly disturbed, leading to gaps in the weld and decreasing the integrity of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-121.jpg,"3. The steel pipe weld inspection image illustrates various defects, among them broken-arc, which occurs when the welding arc is unexpectedly halted, resulting in inconsistencies in the weld and undermining the joint's durability.","steel pipe, broken arc",401
broken-arc(crop)2-122.jpg,"4. Revealed in the steel pipe weld inspection image are defects that include broken-arc, a flaw that manifests when the welding arc is unexpectedly disrupted, causing irregularities in the weld and undermining the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-123.jpg,"5. Within the steel pipe weld inspection image, defects are evident, with broken-arc standing out as a common issue caused by interruptions in the welding arc, leading to discontinuities in the weld and compromising the integrity of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-124.jpg,"1. Within this image of an inspection conducted on a steel pipe weld, defects are visible, particularly a broken-arc. The broken-arc defect arises when the welding arc is suddenly disrupted during the welding operation, leading to inconsistencies in the weld and diminishing the strength of the connection.","steel pipe, broken arc",401
broken-arc(crop)2-125.jpg,"2. Present in the inspection image of the steel pipe weld are imperfections such as a broken-arc. The broken-arc defect materializes when the welding arc is unexpectedly halted while welding, causing inconsistencies in the weld and compromising the integrity of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-126.jpg,"3. The inspection image of the steel pipe weld reveals various flaws, one of which is a broken-arc. When a broken-arc occurs, it signifies an interruption in the welding arc during the welding process, resulting in irregularities within the weld and a reduction in the joint's strength.","steel pipe, broken arc",401
broken-arc(crop)2-127.jpg,"4. This image depicting an inspection of a steel pipe weld displays defects, notably a broken-arc. A broken-arc defect occurs when the continuity of the welding arc is disrupted during the welding process, leading to discontinuities in the weld and a decrease in the joint's structural integrity.","steel pipe, broken arc",401
broken-arc(crop)2-128.jpg,"5. In the inspection image of the steel pipe weld, defects are evident, including the presence of a broken-arc. The broken-arc defect is characterized by an interruption in the welding arc during the welding operation, causing inconsistencies in the weld and weakening the connection between the pipes.","steel pipe, broken arc",401
broken-arc(crop)2-129.jpg,"1. Depicted in this image of steel pipe weld inspection are defects, notably the presence of a broken-arc. When a broken-arc happens during welding, the welding arc is disrupted, causing inconsistencies in the weld and compromising the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-130.jpg,"2. The steel pipe weld inspection image displays various flaws, one of which is the broken-arc defect. This defect arises when the welding arc is suddenly disrupted while welding, leading to irregularities in the weld and a decrease in joint integrity.","steel pipe, broken arc",401
broken-arc(crop)2-131.jpg,"3. Within the steel pipe weld inspection image are observable defects, with the broken-arc defect being one of them. This defect occurs when the welding arc is unexpectedly interrupted during the welding process, causing irregularities in the weld and reducing the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-132.jpg,"4. The inspection image of the steel pipe weld reveals several imperfections, including the broken-arc defect. This particular defect occurs when the welding arc experiences interruptions during the welding process, resulting in inconsistencies in the weld and weakening the joint.","steel pipe, broken arc",401
broken-arc(crop)2-133.jpg,"5. In this image showing the inspection of a steel pipe weld, defects such as the broken-arc are evident. The broken-arc defect occurs when there is a disruption in the welding arc during the welding process, leading to inconsistencies in the weld and a reduction in joint strength.","steel pipe, broken arc",401
broken-arc(crop)2-134.jpg,"1. The inspection image of the steel pipe weld reveals defects such as broken-arc, which is caused by interruptions in the welding arc, leading to discontinuities in the weld and a reduction in joint strength.","steel pipe, broken arc",401
broken-arc(crop)2-135.jpg,"2. Displayed in this image of the steel pipe weld inspection are flaws like broken-arc, a defect that arises from interruptions in the welding arc, causing inconsistencies in the weld and compromising the integrity of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-136.jpg,"3. Defects, notably broken-arc, are evident in the inspection image of the steel pipe weld, where interruptions in the welding arc result in discontinuities within the weld, ultimately weakening the joint.","steel pipe, broken arc",401
broken-arc(crop)2-137.jpg,"4. Within the image depicting the inspection of the steel pipe weld, one can observe defects, including broken-arc, a result of interruptions in the welding arc that create inconsistencies in the weld, ultimately diminishing the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-138.jpg,"5. The steel pipe weld inspection image illustrates various defects, broken-arc being one of them, occurring when the welding arc is disrupted during the welding process, leading to inconsistencies in the weld and a decrease in joint durability.","steel pipe, broken arc",401
